GenderCode,Age,Tenure,Target_Performance,RaceDesc_Black,RaceDesc_Hispanic,RaceDesc_Other,RaceDesc_White,DepartmentType_Executive Office,DepartmentType_IT/IS,DepartmentType_Production       ,DepartmentType_Sales,DepartmentType_Software Engineering,PayZone_Zone B,PayZone_Zone C
0,56,1770,2,0,0,0,0,0,1,0,0,0,0,0
1,71,1653,0,0,1,0,0,0,1,0,0,0,0,1
0,50,533,0,0,0,0,0,1,0,0,0,0,0,0
0,59,1080,2,0,0,1,0,1,0,0,0,0,1,0
0,30,1477,2,0,1,0,0,0,1,0,0,0,0,1
0,53,90,2,1,0,0,0,0,1,0,0,0,1,0
0,33,2511,2,0,0,1,0,0,1,0,0,0,1,0
1,80,2651,2,0,0,0,0,0,1,0,0,0,0,1
1,34,143,2,0,0,0,1,0,1,0,0,0,1,0
1,39,2648,2,1,0,0,0,0,1,0,0,0,1,0
1,77,1608,2,1,0,0,0,0,1,0,0,0,1,0
0,48,2761,2,0,0,1,0,0,1,0,0,0,1,0
0,71,388,3,0,0,0,1,0,1,0,0,0,1,0
1,38,306,2,0,0,1,0,0,1,0,0,0,1,0
0,43,55,2,1,0,0,0,1,0,0,0,0,1,0
0,26,280,2,0,0,0,0,0,1,0,0,0,1,0
0,65,1439,2,0,0,1,0,0,1,0,0,0,0,1
0,48,1281,2,0,1,0,0,0,1,0,0,0,0,0
1,73,128,2,0,0,0,0,0,1,0,0,0,1,0
1,67,1071,2,1,0,0,0,0,1,0,0,0,0,0
1,83,563,2,0,0,1,0,0,1,0,0,0,0,1
1,45,1062,2,0,0,1,0,0,1,0,0,0,1,0
1,70,903,2,1,0,0,0,0,1,0,0,0,0,0
0,77,1520,2,0,0,0,0,0,1,0,0,0,0,1
1,82,177,2,0,0,1,0,0,1,0,0,0,1,0
1,30,1053,2,0,0,0,0,0,1,0,0,0,0,1
0,38,1781,2,0,1,0,0,1,0,0,0,0,0,0
0,61,25,2,1,0,0,0,1,0,0,0,0,1,0
0,32,2547,2,0,1,0,0,0,1,0,0,0,0,0
0,56,1954,2,0,0,0,0,0,1,0,0,0,0,0
1,67,549,2,1,0,0,0,0,1,0,0,0,0,0
1,50,2078,2,0,0,1,0,0,1,0,0,0,0,1
1,61,1530,2,0,0,0,1,0,1,0,0,0,0,0
1,39,593,1,1,0,0,0,0,1,0,0,0,0,1
1,81,54,1,0,0,1,0,0,1,0,0,0,0,1
1,29,193,1,0,0,0,1,0,1,0,0,0,0,0
0,75,1802,2,0,0,0,1,0,1,0,0,0,0,0
0,57,196,1,0,1,0,0,0,1,0,0,0,0,1
1,83,876,2,0,0,0,1,0,1,0,0,0,0,0
0,67,360,3,0,0,1,0,1,0,0,0,0,0,1
0,35,1345,2,0,0,1,0,0,1,0,0,0,1,0
0,61,1407,2,0,0,1,0,0,1,0,0,0,0,1
1,33,1198,3,1,0,0,0,0,1,0,0,0,0,1
1,65,914,2,0,0,0,0,0,1,0,0,0,0,0
1,81,1033,2,0,0,0,0,0,1,0,0,0,0,1
1,64,617,2,0,0,1,0,0,1,0,0,0,0,0
1,82,884,2,0,0,1,0,0,1,0,0,0,0,0
1,29,2687,2,0,0,0,1,0,1,0,0,0,0,0
1,71,541,3,0,1,0,0,0,1,0,0,0,0,1
0,33,1808,2,0,0,1,0,0,1,0,0,0,1,0
0,65,925,2,0,1,0,0,0,1,0,0,0,0,1
1,84,2623,1,0,1,0,0,0,1,0,0,0,0,1
0,43,734,2,0,0,1,0,1,0,0,0,0,0,1
0,69,264,2,0,0,0,1,0,1,0,0,0,0,0
1,49,36,2,0,0,0,0,0,1,0,0,0,0,1
1,42,2353,2,0,0,0,0,0,1,0,0,0,0,0
0,65,1683,2,1,0,0,0,0,1,0,0,0,0,0
1,61,1356,2,1,0,0,0,0,1,0,0,0,1,0
1,58,1112,2,0,0,0,1,0,1,0,0,0,0,0
1,47,758,2,0,0,0,0,0,1,0,0,0,0,1
0,32,1956,2,0,0,0,1,0,1,0,0,0,0,1
0,27,284,2,0,0,1,0,0,1,0,0,0,1,0
0,81,1277,2,0,0,0,1,0,1,0,0,0,0,1
1,70,2205,2,0,1,0,0,0,1,0,0,0,1,0
0,33,2433,2,1,0,0,0,0,1,0,0,0,0,0
0,67,2458,2,0,0,1,0,0,1,0,0,0,1,0
0,40,2738,2,0,0,0,1,0,1,0,0,0,1,0
1,74,1144,0,0,0,0,0,0,1,0,0,0,1,0
0,54,729,2,1,0,0,0,0,1,0,0,0,0,0
1,28,1960,2,0,0,0,1,0,1,0,0,0,0,0
1,28,1379,0,1,0,0,0,0,1,0,0,0,0,1
1,68,2515,2,0,0,0,1,0,1,0,0,0,0,0
1,29,809,2,0,1,0,0,0,1,0,0,0,1,0
0,82,115,2,0,1,0,0,0,1,0,0,0,0,1
1,35,287,2,0,0,0,1,0,1,0,0,0,0,0
1,37,1027,2,0,1,0,0,0,1,0,0,0,0,0
1,64,658,2,0,0,0,0,0,1,0,0,0,0,0
0,75,1878,2,1,0,0,0,0,1,0,0,0,0,0
1,61,1722,2,0,0,0,1,0,1,0,0,0,1,0
1,79,1659,2,0,1,0,0,0,1,0,0,0,1,0
1,27,1124,2,0,1,0,0,0,1,0,0,0,0,1
1,29,1309,2,1,0,0,0,0,1,0,0,0,0,0
1,35,1582,2,0,0,1,0,0,1,0,0,0,0,1
1,51,2050,0,0,1,0,0,0,1,0,0,0,0,1
0,37,245,2,0,1,0,0,0,1,0,0,0,0,0
0,79,2823,2,0,0,0,1,0,1,0,0,0,0,0
0,47,1130,2,1,0,0,0,0,1,0,0,0,0,0
1,35,1881,2,0,1,0,0,0,1,0,0,0,1,0
1,27,2439,2,1,0,0,0,0,1,0,0,0,1,0
0,25,597,3,1,0,0,0,0,1,0,0,0,0,0
1,27,2203,2,0,0,1,0,0,1,0,0,0,1,0
1,48,1051,2,1,0,0,0,0,0,0,0,1,0,0
1,70,779,2,1,0,0,0,0,1,0,0,0,0,0
1,58,1899,2,0,0,1,0,0,1,0,0,0,1,0
1,59,1933,3,0,0,0,0,0,1,0,0,0,0,0
1,75,935,3,0,0,1,0,0,1,0,0,0,1,0
1,67,1921,2,0,0,1,0,0,1,0,0,0,0,0
1,70,1378,2,1,0,0,0,0,1,0,0,0,1,0
1,52,1735,3,0,1,0,0,0,1,0,0,0,0,1
0,40,197,3,0,0,1,0,0,1,0,0,0,0,1
0,27,691,2,0,0,0,0,0,1,0,0,0,1,0
1,34,1655,2,0,0,0,1,0,1,0,0,0,0,1
1,82,2807,2,1,0,0,0,0,1,0,0,0,0,0
0,46,2122,2,0,0,0,0,0,1,0,0,0,1,0
1,58,502,2,1,0,0,0,0,1,0,0,0,0,1
1,50,2184,3,0,0,0,1,0,1,0,0,0,0,1
1,66,989,2,1,0,0,0,0,1,0,0,0,0,0
1,68,1364,1,0,0,1,0,0,1,0,0,0,1,0
1,62,1422,3,0,1,0,0,0,1,0,0,0,0,0
1,62,118,2,0,1,0,0,0,1,0,0,0,1,0
0,34,126,2,0,0,0,1,0,1,0,0,0,0,0
1,53,2246,2,0,1,0,0,0,1,0,0,0,0,0
0,44,144,3,0,0,1,0,0,1,0,0,0,0,0
1,44,123,2,0,0,0,1,0,1,0,0,0,0,0
1,73,1393,2,0,0,0,0,0,1,0,0,0,0,1
0,69,24,2,0,0,0,1,0,1,0,0,0,0,1
0,52,1120,2,1,0,0,0,0,1,0,0,0,1,0
0,64,150,2,1,0,0,0,0,1,0,0,0,0,0
1,29,1412,2,0,0,0,0,0,1,0,0,0,0,1
1,39,1320,2,0,0,0,0,0,1,0,0,0,0,0
1,79,687,3,1,0,0,0,0,1,0,0,0,0,0
1,26,1706,2,0,0,0,1,0,1,0,0,0,0,1
0,79,2484,1,1,0,0,0,0,1,0,0,0,0,0
1,55,215,2,0,0,1,0,0,1,0,0,0,1,0
0,83,853,3,0,0,0,0,0,1,0,0,0,1,0
0,66,591,2,1,0,0,0,0,1,0,0,0,0,1
1,68,2440,2,1,0,0,0,0,0,0,0,1,0,0
1,75,167,2,0,0,0,0,0,0,0,0,1,0,0
1,52,7,2,0,0,0,1,0,0,0,0,1,0,0
0,69,280,2,1,0,0,0,0,0,0,0,1,0,1
0,55,1326,2,1,0,0,0,0,0,0,0,1,1,0
1,67,97,2,0,0,0,1,0,0,0,0,1,0,1
0,26,336,2,1,0,0,0,0,0,0,0,1,0,0
1,44,250,2,0,1,0,0,0,0,0,0,1,1,0
1,39,1309,2,0,0,1,0,0,0,0,0,1,0,1
0,33,430,2,0,1,0,0,0,0,0,0,1,0,1
0,78,370,2,0,1,0,0,0,0,0,0,1,0,0
0,47,209,2,0,0,0,1,0,0,0,0,1,0,0
0,51,2182,2,0,0,0,0,0,0,0,0,1,1,0
0,72,194,2,0,0,1,0,0,0,0,0,1,0,0
1,64,2709,2,0,0,0,1,0,0,0,0,1,0,0
1,70,463,2,0,0,0,1,0,0,0,0,0,1,0
1,78,464,2,1,0,0,0,0,0,0,0,0,1,0
1,84,537,2,0,0,0,1,0,0,0,0,0,0,0
0,47,287,2,0,1,0,0,0,0,0,0,1,0,0
1,35,28,2,1,0,0,0,0,0,0,0,1,0,1
0,37,980,2,0,1,0,0,0,0,0,0,1,0,1
0,63,1323,2,1,0,0,0,0,0,0,0,1,0,0
0,34,1066,2,0,1,0,0,0,0,0,0,1,0,1
1,39,906,2,0,0,1,0,0,0,0,0,1,0,0
1,65,4,2,0,0,1,0,0,0,0,0,0,0,0
1,75,98,2,0,0,1,0,0,0,0,0,0,0,0
0,63,349,2,0,0,1,0,0,0,0,0,0,0,0
0,25,1174,2,0,0,0,0,0,0,0,0,1,0,1
1,46,2197,2,0,0,0,0,0,0,0,0,1,1,0
0,70,2379,2,1,0,0,0,0,0,0,0,1,0,1
0,53,1832,2,0,0,0,1,0,0,0,0,1,1,0
0,71,129,2,0,0,0,0,0,0,0,0,1,0,1
0,29,1133,2,0,0,1,0,0,0,0,0,1,1,0
1,48,2555,2,1,0,0,0,0,0,0,0,1,0,1
1,47,2029,2,0,0,0,0,0,0,0,0,0,0,0
0,32,142,2,0,0,0,0,0,0,0,0,0,0,0
0,32,39,2,0,0,1,0,0,0,0,0,1,0,1
0,55,1202,2,0,1,0,0,0,0,0,0,1,1,0
1,43,946,2,0,0,1,0,0,0,0,0,1,1,0
0,54,1241,2,0,0,0,1,0,0,0,0,1,0,0
0,49,60,2,0,0,0,1,0,0,0,0,1,0,0
0,83,1388,2,1,0,0,0,0,0,0,0,1,1,0
1,70,142,2,0,0,0,1,0,0,0,0,1,0,1
1,69,2057,2,0,1,0,0,0,0,0,0,1,0,0
1,62,876,2,1,0,0,0,0,0,0,0,0,0,1
0,63,102,2,0,0,0,1,0,0,0,0,1,0,0
1,78,1619,2,0,1,0,0,0,0,0,0,1,0,0
0,69,2348,2,0,0,0,0,0,0,0,0,1,0,0
0,71,569,2,0,0,0,1,0,0,0,0,1,1,0
0,32,1988,2,1,0,0,0,0,0,0,0,1,1,0
0,45,278,2,0,0,0,1,0,0,0,0,1,0,1
1,45,99,2,0,1,0,0,0,0,0,0,1,1,0
1,78,756,2,0,1,0,0,0,0,0,0,1,0,1
0,33,1177,2,0,0,0,1,0,0,0,0,1,0,0
1,30,2795,2,0,0,0,1,0,0,0,0,1,0,1
0,82,1628,2,0,1,0,0,0,0,0,0,1,0,1
0,27,1038,2,0,0,0,0,0,0,0,0,1,0,0
0,84,1477,2,0,1,0,0,0,0,0,0,1,0,1
1,51,1101,2,0,0,0,0,0,0,0,0,1,0,1
1,50,76,2,1,0,0,0,0,0,0,0,1,1,0
1,32,1261,2,0,0,1,0,0,0,0,0,1,0,1
0,56,241,2,0,1,0,0,0,0,0,0,1,0,0
1,81,1777,2,1,0,0,0,0,0,0,0,1,1,0
0,39,14,2,0,0,0,1,0,0,0,0,1,0,0
0,30,2806,2,0,0,1,0,0,0,0,0,1,0,1
0,45,374,2,0,1,0,0,0,0,0,0,1,0,1
1,77,1997,2,0,0,0,1,0,0,0,0,1,0,0
1,27,1676,2,1,0,0,0,0,0,0,0,1,1,0
1,50,1688,2,0,0,1,0,0,0,0,0,1,1,0
0,27,1260,2,1,0,0,0,0,0,0,0,1,0,1
0,57,569,2,1,0,0,0,0,0,0,0,1,0,0
1,49,2685,2,0,0,0,0,0,0,0,0,1,0,1
0,27,2550,2,0,0,0,1,0,0,0,0,1,0,0
0,42,735,2,0,0,0,0,0,0,0,0,1,0,0
0,58,162,2,0,0,0,0,0,0,0,0,1,1,0
1,83,190,2,0,0,0,1,0,0,0,0,1,0,1
1,34,2648,2,1,0,0,0,0,0,0,0,1,1,0
1,29,478,2,0,0,0,0,0,0,0,0,1,0,1
1,26,389,2,0,1,0,0,0,0,0,0,1,1,0
0,37,1997,2,1,0,0,0,0,0,0,0,1,0,1
0,60,205,2,0,0,0,0,0,0,0,0,1,1,0
0,50,663,2,0,0,1,0,0,0,0,0,1,1,0
1,63,1009,2,0,0,0,0,0,0,0,0,1,0,0
0,36,1042,2,0,0,0,1,0,0,0,0,1,0,1
0,74,1499,2,0,0,1,0,0,0,0,0,1,1,0
1,52,69,2,1,0,0,0,0,0,0,0,1,0,0
1,51,392,2,0,0,1,0,0,0,0,0,1,0,0
1,35,161,2,0,0,0,1,0,0,0,0,1,1,0
1,73,18,2,1,0,0,0,0,0,0,0,1,0,0
1,60,1218,2,1,0,0,0,0,0,0,0,1,0,1
0,39,869,2,0,0,0,0,0,0,1,0,0,1,0
1,56,1392,2,0,1,0,0,0,0,1,0,0,0,1
1,47,1235,2,0,0,0,0,0,0,1,0,0,1,0
1,32,1092,2,0,0,1,0,0,0,1,0,0,0,0
1,84,1123,2,0,1,0,0,0,0,1,0,0,0,0
1,53,246,2,0,0,0,0,0,0,1,0,0,0,1
0,26,17,2,0,1,0,0,0,0,1,0,0,1,0
0,33,1491,2,0,0,0,0,0,0,1,0,0,0,0
1,54,28,2,0,0,1,0,0,0,1,0,0,0,0
0,62,2218,2,0,0,0,1,0,0,1,0,0,0,1
1,82,1881,2,0,0,0,1,0,0,1,0,0,0,0
1,72,2465,2,1,0,0,0,0,0,1,0,0,0,0
0,69,776,2,0,0,0,0,0,0,1,0,0,0,1
0,30,2514,2,0,0,0,0,0,0,1,0,0,0,1
1,77,787,2,0,1,0,0,0,0,1,0,0,0,0
0,31,1720,2,0,0,1,0,0,0,1,0,0,1,0
1,34,2240,2,0,0,1,0,0,0,1,0,0,0,0
0,57,2657,2,0,0,0,1,0,0,1,0,0,0,0
1,44,106,2,0,0,0,1,0,0,1,0,0,0,1
1,39,1402,2,0,0,0,0,0,0,1,0,0,1,0
1,73,356,2,0,0,0,1,0,0,1,0,0,0,0
1,50,1394,2,0,0,0,1,0,0,1,0,0,0,0
1,49,1471,2,0,0,0,0,0,0,1,0,0,1,0
1,65,2225,2,0,1,0,0,0,0,1,0,0,0,1
0,29,2599,2,1,0,0,0,0,0,1,0,0,0,0
0,41,1586,2,0,0,0,1,0,0,1,0,0,0,0
0,28,13,2,0,0,1,0,0,0,1,0,0,0,1
0,50,1149,2,0,0,0,0,0,0,1,0,0,1,0
1,31,392,2,0,0,0,1,0,0,1,0,0,0,1
1,57,2086,2,1,0,0,0,0,0,1,0,0,1,0
1,44,1875,2,0,1,0,0,0,0,1,0,0,0,1
1,50,283,2,0,0,0,1,0,0,1,0,0,0,1
1,60,1462,2,0,0,1,0,0,0,1,0,0,1,0
1,39,1053,2,0,0,1,0,0,0,1,0,0,0,0
0,35,1656,2,0,1,0,0,0,0,1,0,0,1,0
0,66,545,2,0,0,0,1,0,0,1,0,0,0,1
0,25,2624,2,0,0,0,1,0,0,1,0,0,0,0
1,68,1109,2,0,1,0,0,0,0,1,0,0,1,0
1,70,765,2,0,0,1,0,0,0,1,0,0,1,0
1,29,1958,2,0,1,0,0,0,0,1,0,0,0,0
1,31,2593,2,1,0,0,0,0,0,1,0,0,1,0
1,62,718,2,0,1,0,0,0,0,1,0,0,1,0
1,76,202,2,0,1,0,0,0,0,1,0,0,1,0
1,29,33,2,0,0,0,0,0,0,1,0,0,0,1
0,61,1650,2,0,0,1,0,0,0,1,0,0,0,0
0,80,1129,2,0,0,1,0,0,0,1,0,0,0,0
0,72,2532,2,1,0,0,0,0,0,1,0,0,0,1
0,42,1096,2,1,0,0,0,0,0,1,0,0,1,0
0,73,1291,2,0,1,0,0,0,0,1,0,0,0,0
1,37,1678,2,1,0,0,0,0,0,1,0,0,0,1
1,84,1733,2,1,0,0,0,0,0,1,0,0,0,0
1,33,1006,2,0,0,0,0,0,0,1,0,0,1,0
1,83,1060,2,0,1,0,0,0,0,1,0,0,0,0
1,63,2395,2,0,0,0,0,0,0,1,0,0,1,0
0,78,2048,2,0,1,0,0,0,0,1,0,0,1,0
0,62,1002,2,0,1,0,0,0,0,1,0,0,0,1
1,82,992,2,1,0,0,0,0,0,1,0,0,1,0
1,82,2636,2,1,0,0,0,0,0,1,0,0,0,0
1,84,1509,2,0,0,0,0,0,0,1,0,0,0,1
1,45,2098,2,0,0,0,1,0,0,1,0,0,0,0
0,47,1350,2,0,0,0,0,0,0,1,0,0,0,0
1,62,1208,2,0,0,1,0,0,0,1,0,0,0,0
1,84,514,2,0,0,0,0,0,0,1,0,0,0,0
1,38,496,2,0,0,0,1,0,0,1,0,0,0,1
1,74,481,2,0,0,1,0,0,0,1,0,0,0,0
0,46,1317,2,0,1,0,0,0,0,1,0,0,0,0
0,30,2640,2,0,1,0,0,0,0,1,0,0,0,0
0,67,605,2,0,0,0,0,0,0,1,0,0,0,0
0,46,1107,2,0,0,1,0,0,0,1,0,0,0,0
1,49,148,2,0,0,0,0,0,0,1,0,0,1,0
1,71,2150,2,0,0,1,0,0,0,1,0,0,1,0
1,42,417,2,0,0,0,0,0,0,1,0,0,0,1
1,30,1233,2,0,0,0,1,0,0,1,0,0,0,0
1,75,2601,2,0,0,1,0,0,0,1,0,0,0,0
1,27,1911,2,0,0,1,0,0,0,1,0,0,0,1
0,61,1428,2,0,0,1,0,0,0,1,0,0,0,0
1,70,1645,2,0,0,1,0,0,0,1,0,0,1,0
1,75,1201,2,0,0,0,1,0,0,1,0,0,0,0
1,65,2104,2,0,0,0,0,0,0,1,0,0,1,0
1,74,1023,2,1,0,0,0,0,0,1,0,0,0,1
1,72,1418,2,0,1,0,0,0,0,1,0,0,0,0
0,74,348,2,0,0,0,0,0,0,1,0,0,0,1
1,58,352,2,0,0,0,1,0,0,1,0,0,0,1
1,52,1000,2,0,0,1,0,0,0,1,0,0,0,1
1,29,735,2,0,0,0,0,0,0,1,0,0,0,0
1,65,1283,2,0,0,0,1,0,0,1,0,0,0,0
1,57,2114,2,0,0,1,0,0,0,1,0,0,0,0
0,67,77,2,0,0,1,0,0,0,1,0,0,0,1
0,35,1388,2,1,0,0,0,0,0,1,0,0,0,0
0,81,2134,2,0,1,0,0,0,0,1,0,0,1,0
0,32,1786,2,0,0,1,0,0,0,1,0,0,0,1
1,52,664,2,1,0,0,0,0,0,1,0,0,0,1
1,79,1551,2,1,0,0,0,0,0,1,0,0,0,0
1,74,486,2,0,1,0,0,0,0,1,0,0,1,0
1,53,2699,2,0,0,1,0,0,0,1,0,0,0,0
1,42,1888,2,0,1,0,0,0,0,1,0,0,0,0
1,28,1765,2,1,0,0,0,0,0,1,0,0,0,0
0,46,531,2,1,0,0,0,0,0,1,0,0,1,0
1,38,743,2,0,0,1,0,0,0,1,0,0,0,1
1,28,333,2,0,1,0,0,0,0,1,0,0,1,0
1,48,2353,2,1,0,0,0,0,0,1,0,0,1,0
1,37,1319,2,0,0,0,1,0,0,1,0,0,0,1
1,75,717,2,1,0,0,0,0,0,1,0,0,1,0
0,73,935,2,0,0,0,0,0,0,1,0,0,0,1
1,59,1055,2,0,1,0,0,0,0,1,0,0,0,1
1,47,2613,2,0,0,1,0,0,0,1,0,0,0,1
1,67,2151,2,0,1,0,0,0,0,1,0,0,1,0
1,73,2659,2,0,0,0,0,0,0,1,0,0,1,0
1,76,1969,2,0,0,0,1,0,0,1,0,0,1,0
1,48,1468,2,0,0,1,0,0,0,1,0,0,0,0
0,72,168,2,0,0,1,0,0,0,1,0,0,0,0
0,42,92,2,0,0,0,1,0,0,1,0,0,1,0
0,39,2795,2,0,0,0,1,0,0,1,0,0,0,0
0,77,254,2,0,0,0,1,0,0,1,0,0,1,0
1,70,2111,2,0,1,0,0,0,0,1,0,0,0,1
1,70,1599,2,0,0,0,1,0,0,1,0,0,0,1
1,69,2407,2,0,0,0,1,0,0,1,0,0,1,0
1,46,69,2,1,0,0,0,0,0,1,0,0,0,0
1,26,1069,2,0,0,1,0,0,0,1,0,0,0,0
1,77,914,2,0,0,0,0,0,0,1,0,0,1,0
0,44,1599,2,0,0,1,0,0,0,1,0,0,1,0
1,42,952,2,0,1,0,0,0,0,1,0,0,0,1
1,39,2262,2,0,0,0,1,0,0,1,0,0,0,0
1,58,1542,2,0,0,0,0,0,0,1,0,0,1,0
1,42,2272,2,0,0,0,0,0,0,1,0,0,0,1
1,39,22,2,1,0,0,0,0,0,1,0,0,1,0
0,65,637,2,0,0,0,0,0,0,1,0,0,1,0
1,51,2681,2,1,0,0,0,0,0,1,0,0,1,0
1,52,390,2,0,1,0,0,0,0,1,0,0,1,0
1,76,446,2,0,0,0,0,0,0,1,0,0,0,1
1,59,234,2,0,0,0,0,0,0,1,0,0,0,0
1,76,217,2,0,0,0,0,0,0,1,0,0,0,0
1,30,1924,2,0,0,0,0,0,0,1,0,0,0,1
0,61,179,2,0,1,0,0,0,0,1,0,0,1,0
0,69,1085,2,0,0,0,0,0,0,1,0,0,0,1
0,59,1049,2,0,0,1,0,0,0,1,0,0,0,0
1,39,1019,2,0,0,1,0,0,0,1,0,0,0,1
1,31,1708,2,0,0,1,0,0,0,1,0,0,1,0
1,73,2289,2,1,0,0,0,0,0,1,0,0,1,0
1,51,1522,2,0,1,0,0,0,0,1,0,0,0,1
1,31,2249,2,1,0,0,0,0,0,1,0,0,1,0
1,79,2237,2,0,0,1,0,0,0,1,0,0,1,0
0,34,1381,2,0,0,1,0,0,0,1,0,0,0,0
1,78,716,2,1,0,0,0,0,0,1,0,0,0,0
1,27,2211,2,0,0,1,0,0,0,1,0,0,1,0
1,79,242,2,0,0,0,1,0,0,1,0,0,1,0
1,50,521,2,1,0,0,0,0,0,1,0,0,0,0
1,57,377,2,0,0,1,0,0,0,1,0,0,1,0
1,24,383,2,0,1,0,0,0,0,1,0,0,0,1
1,41,2237,2,0,0,0,0,0,0,1,0,0,1,0
1,34,1126,2,1,0,0,0,0,0,1,0,0,1,0
1,67,1106,2,0,0,0,1,0,0,1,0,0,0,1
1,47,2160,2,0,0,0,1,0,0,1,0,0,0,0
0,72,1442,2,0,0,0,0,0,0,1,0,0,0,0
0,65,2544,2,0,0,0,1,0,0,1,0,0,1,0
0,82,940,2,1,0,0,0,0,0,1,0,0,1,0
1,54,2618,2,0,0,1,0,0,0,1,0,0,0,1
1,37,247,2,0,0,0,1,0,0,1,0,0,1,0
1,29,222,2,0,0,0,0,0,0,1,0,0,0,0
1,35,2797,2,1,0,0,0,0,0,1,0,0,1,0
1,78,2778,2,0,0,0,0,0,0,1,0,0,0,0
1,44,45,2,0,0,0,0,0,0,1,0,0,0,0
1,55,450,2,0,0,0,0,0,0,1,0,0,0,0
1,75,2142,2,0,0,0,1,0,0,1,0,0,1,0
1,41,519,2,1,0,0,0,0,0,1,0,0,0,0
1,34,2308,2,0,0,0,1,0,0,1,0,0,0,0
1,47,1661,2,0,0,0,0,0,0,1,0,0,1,0
1,48,1405,2,0,0,1,0,0,0,1,0,0,0,1
0,69,358,2,0,0,0,1,0,0,1,0,0,0,0
1,68,2818,2,0,0,0,0,0,0,1,0,0,1,0
1,66,2320,2,0,1,0,0,0,0,1,0,0,0,1
1,49,635,2,0,1,0,0,0,0,1,0,0,0,0
1,73,1292,2,0,1,0,0,0,0,1,0,0,1,0
1,27,2635,2,0,1,0,0,0,0,1,0,0,0,1
0,49,189,2,1,0,0,0,0,0,1,0,0,0,1
0,55,229,2,0,1,0,0,0,0,1,0,0,0,0
1,54,38,2,0,0,0,1,0,0,1,0,0,0,1
1,64,1164,2,0,0,1,0,0,0,1,0,0,0,0
1,61,1350,2,1,0,0,0,0,0,1,0,0,0,0
1,58,244,2,0,1,0,0,0,0,1,0,0,0,1
1,74,2199,2,0,0,0,0,0,0,1,0,0,0,0
1,54,522,2,1,0,0,0,0,0,1,0,0,0,1
1,69,89,2,0,0,0,0,0,0,1,0,0,0,0
1,50,1259,2,1,0,0,0,0,0,1,0,0,0,0
1,43,1301,2,0,0,1,0,0,0,1,0,0,1,0
1,48,2319,2,0,0,0,1,0,0,1,0,0,0,0
1,42,2580,2,0,0,1,0,0,0,1,0,0,0,1
1,70,2016,2,0,0,0,1,0,0,1,0,0,0,0
1,31,567,2,0,0,0,1,0,0,1,0,0,1,0
0,82,1573,2,1,0,0,0,0,0,1,0,0,0,1
1,57,347,2,0,0,0,1,0,0,1,0,0,0,0
1,45,588,2,1,0,0,0,0,0,1,0,0,0,0
1,26,1939,2,0,0,0,0,0,0,1,0,0,0,1
1,41,2339,2,0,0,1,0,0,0,1,0,0,1,0
0,31,1681,2,0,1,0,0,0,0,1,0,0,0,1
0,26,49,2,0,0,0,0,0,0,1,0,0,1,0
1,82,884,2,1,0,0,0,0,0,1,0,0,0,0
1,27,288,2,0,1,0,0,0,0,1,0,0,0,1
1,83,2482,2,0,0,1,0,0,0,1,0,0,0,1
1,29,1847,2,0,0,0,1,0,0,1,0,0,0,0
1,38,40,2,1,0,0,0,0,0,1,0,0,1,0
1,82,2746,2,0,0,0,1,0,0,1,0,0,0,0
1,32,697,2,0,0,0,0,0,0,1,0,0,1,0
1,55,30,2,0,1,0,0,0,0,1,0,0,1,0
1,55,1786,2,0,0,1,0,0,0,1,0,0,0,0
1,41,549,2,0,0,0,0,0,0,1,0,0,1,0
1,57,869,2,0,0,1,0,0,0,1,0,0,0,0
1,43,1164,2,1,0,0,0,0,0,1,0,0,1,0
1,72,2232,2,0,0,0,0,0,0,1,0,0,1,0
1,58,1787,2,1,0,0,0,0,0,1,0,0,1,0
1,76,1097,2,0,0,0,0,0,0,1,0,0,1,0
1,25,649,2,0,0,1,0,0,0,1,0,0,0,0
1,69,2180,2,0,1,0,0,0,0,1,0,0,0,0
1,30,1196,2,0,0,0,0,0,0,1,0,0,1,0
0,27,723,2,0,0,0,1,0,0,1,0,0,1,0
0,28,1844,2,0,1,0,0,0,0,1,0,0,1,0
0,45,33,2,1,0,0,0,0,0,1,0,0,0,0
1,45,252,2,0,0,0,0,0,0,1,0,0,0,1
1,46,2086,2,0,0,1,0,0,0,1,0,0,0,1
1,38,109,2,0,0,0,0,0,0,1,0,0,1,0
0,39,17,2,0,0,0,0,0,0,1,0,0,0,1
1,28,1850,2,1,0,0,0,0,0,1,0,0,1,0
1,68,1112,2,0,1,0,0,0,0,1,0,0,0,1
1,29,616,2,0,0,0,1,0,0,1,0,0,0,1
1,69,2032,2,0,0,0,0,0,0,0,0,0,0,0
1,70,969,2,0,0,0,0,1,0,0,0,0,0,0
1,75,536,2,1,0,0,0,0,0,0,0,0,0,0
1,42,6,2,0,0,0,1,0,0,0,0,0,1,0
0,61,1208,2,0,0,0,0,0,0,0,0,0,0,1
1,42,2687,2,0,0,0,1,0,0,0,0,0,1,0
0,68,89,2,1,0,0,0,0,0,0,0,0,0,0
1,40,141,2,0,1,0,0,0,0,0,0,0,1,0
1,73,1245,2,1,0,0,0,0,0,0,0,0,1,0
1,39,1746,2,0,1,0,0,0,0,0,0,0,0,0
1,44,2361,2,1,0,0,0,0,0,0,0,0,1,0
0,48,609,2,0,0,0,1,0,0,0,0,0,0,0
0,66,2667,2,0,0,0,1,0,0,0,0,0,1,0
